system,clip_id,script,n_ref_words,n_hyp,wer,cpwer,di_cpwer,cp_minus_di_cp,wder,hits,sub,del,ins,wder_num,wder_denom,cp_mapping,attribution_diar,errors,cphits,cpsub,cpdel,cpins,cpn_ref_words,cperrors,di_cphits,di_cpsub,di_cpdel,di_cpins,di_cpn_ref_words,di_cperrors,wder_correct_wrong_spk,wder_sub_wrong_spk
whisper-large-v3-turbo,7c9ePKgqams__299_869,Telugu,1530,414,1.0,1.0,1.0,0.0,0.7463768115942029,0,414,1116,0,309,414,"{'SPEAKER_00': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_02': 'Speaker_D'}",fusion,1530,0,414,1116,0,1530,1530,0,414,1116,0,1530,1530,0,309
whisper-large-v3-turbo,7k-xDqNjESc__73_981,Malayalam,2159,1988,1.0,1.0208429828624364,1.0,0.020842982862436354,0.3853118712273642,0,1988,171,0,766,1988,"{'SPEAKER_00': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_02': 'Speaker_D'}",fusion,2159,0,1943,216,45,2159,2204,0,1988,171,0,2159,2159,0,766
whisper-large-v3-turbo,83gP2vLH7UY__255_2005,Devanagari,5799,276,1.0,1.0,1.0,0.0,0.8623188405797102,0,276,5523,0,238,276,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_03': 'Speaker_D', 'SPEAKER_04': 'Speaker_E'}",fusion,5799,0,276,5523,0,5799,5799,0,276,5523,0,5799,5799,0,238
whisper-large-v3-turbo,86mMTUeDiR8__181_1079,Bengali,2267,1734,1.0,1.0,1.0,0.0,0.5980392156862745,0,1734,533,0,1037,1734,"{'SPEAKER_03': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_00': 'Speaker_C', 'SPEAKER_04': 'Speaker_D', 'SPEAKER_01': 'Speaker_E'}",fusion,2267,0,1734,533,0,2267,2267,0,1734,533,0,2267,2267,0,1037
whisper-large-v3-turbo,87Zbup3ohcw__106_445,Tamil,741,420,1.0,1.0,1.0,0.0,0.3880952380952381,0,420,321,0,163,420,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_03': 'Speaker_C', 'SPEAKER_00': 'Speaker_D'}",fusion,741,0,420,321,0,741,741,0,420,321,0,741,741,0,163
whisper-large-v3-turbo,8Ve4SWhlrrA__0_70,Oriya,133,81,1.0,1.0,1.0,0.0,0.0,0,81,52,0,0,81,{'SPEAKER_00': 'Speaker_A'},fusion,133,0,81,52,0,133,133,0,81,52,0,133,133,0,0
whisper-large-v3-turbo,8mvORuRHw2U__0_1197,Gujarati,3425,3048,1.0,1.0,1.0,0.0,0.8018372703412073,0,3048,377,0,2444,3048,"{'SPEAKER_02': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_00': 'Speaker_C', 'SPEAKER_03': 'Speaker_D'}",fusion,3425,0,3048,377,0,3425,3425,0,3048,377,0,3425,3425,0,2444
whisper-large-v3-turbo,8o7jKmq6HsM__30_1770,Devanagari,4454,4621,1.0374943870678042,1.056353839245622,1.0374943870678042,0.018859452177817815,0.46340368208352045,0,4454,0,167,2064,4454,"{'SPEAKER_04': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_00': 'Speaker_D', 'SPEAKER_03': 'Speaker_E', 'SPEAKER_05': 'Speaker_F'}",fusion,4621,0,4370,84,251,4454,4705,0,4454,0,167,4454,4621,0,2064
whisper-large-v3-turbo,8pkp-lpMJP0__326_926,Telugu,1482,1534,1.0350877192982457,1.114709851551957,1.0350877192982457,0.07962213225371118,0.5458839406207827,0,1482,0,52,809,1482,"{'SPEAKER_03': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_04': 'Speaker_D', 'SPEAKER_06': 'Speaker_E', 'SPEAKER_00': 'Speaker_F', 'SPEAKER_01': 'Speaker_G', 'SPEAKER_05': 'Speaker_H'}",fusion,1534,0,1364,118,170,1482,1652,0,1482,0,52,1482,1534,0,809
whisper-large-v3-turbo,8r2Nltl0W4o__259_320,Gurmukhi,253,156,1.0,1.0,1.0,0.0,0.20512820512820512,0,156,97,0,32,156,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B'}",fusion,253,0,156,97,0,253,253,0,156,97,0,253,253,0,32
whisper-large-v3-turbo,90uAd6xpTPo__16_408,Devanagari,1212,902,1.0,1.0,1.0,0.0,0.8237250554323725,0,902,310,0,743,902,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_03': 'Speaker_D'}",fusion,1212,0,902,310,0,1212,1212,0,902,310,0,1212,1212,0,743
whisper-large-v3-turbo,9Aw8kg8w5Xo__0_83,Telugu,199,224,1.1256281407035176,1.1306532663316582,1.1256281407035176,0.005025125628140614,0.09547738693467336,0,199,0,25,19,199,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_01': 'Speaker_D'}",fusion,224,0,198,1,26,199,225,0,199,0,25,199,224,0,19
whisper-large-v3-turbo,9_GMxc_JjyI__236_368,Kannada,361,338,0.997229916897507,1.03601108033241,0.997229916897507,0.03878116343490312,0.16863905325443787,1,337,23,0,57,338,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B'}",fusion,360,1,323,37,14,361,374,1,337,23,0,361,360,0,57
whisper-large-v3-turbo,ARCKJrGkITw__14_496,Telugu,1375,1098,1.0,0.9992727272727273,1.0,-0.0007272727272726875,0.7395264116575592,0,1098,277,0,812,1098,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_02': 'Speaker_C'}",fusion,1375,1,1097,277,0,1375,1374,0,1098,277,0,1375,1375,0,812
whisper-large-v3-turbo,ARZl7LT0UC0__73_130,Telugu,150,170,1.1333333333333333,1.3,1.1333333333333333,0.16666666666666674,0.49333333333333335,0,150,0,20,74,150,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_00': 'Speaker_C'}",fusion,170,0,125,25,45,150,195,0,150,0,20,150,170,0,74
whisper-large-v3-turbo,A_dohDOK6Ic__0_600,Devanagari,1829,1599,0.4324767632586113,0.4330235101148168,0.4324767632586113,0.0005467468562055378,0.005044136191677175,1051,535,243,13,8,1586,"{'SPEAKER_02': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_01': 'Speaker_C'}",fusion,791,1050,536,243,13,1829,792,1051,535,243,13,1829,791,2,6
whisper-large-v3-turbo,B2ScTgeIIck__117_180,Oriya,174,156,1.0,1.0,1.0,0.0,0.3782051282051282,0,156,18,0,59,156,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,174,0,156,18,0,174,174,0,156,18,0,174,174,0,59
whisper-large-v3-turbo,BGAAfht5dYw__0_612,Gujarati,2067,1836,1.0,1.0,1.0,0.0,0.545751633986928,0,1836,231,0,1002,1836,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_03': 'Speaker_C', 'SPEAKER_02': 'Speaker_D'}",fusion,2067,0,1836,231,0,2067,2067,0,1836,231,0,2067,2067,0,1002
whisper-large-v3-turbo,BYLcUGNB_zM__20_1387,Kannada,3270,1395,0.9990825688073395,0.9996941896024465,0.9990825688073395,0.0006116207951070152,0.8236559139784946,3,1392,1875,0,1149,1395,"{'SPEAKER_02': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_03': 'Speaker_D'}",fusion,3267,1,1394,1875,0,3270,3269,3,1392,1875,0,3270,3267,2,1147
whisper-large-v3-turbo,Bngfppo1QtA__28_927,Telugu,2344,2224,1.0,1.0110921501706485,1.0,0.011092150170648463,0.6070143884892086,0,2224,120,0,1350,2224,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_04': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_03': 'Speaker_D', 'SPEAKER_01': 'Speaker_E'}",fusion,2344,0,2198,146,26,2344,2370,0,2224,120,0,2344,2344,0,1350
whisper-large-v3-turbo,CO_8ppdzq9U__0_695,Tamil,1592,1527,1.0,1.0238693467336684,1.0,0.023869346733668362,0.6208251473477406,0,1527,65,0,948,1527,"{'SPEAKER_03': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_00': 'Speaker_C', 'SPEAKER_02': 'Speaker_D'}",fusion,1592,0,1489,103,38,1592,1630,0,1527,65,0,1592,1592,0,948
whisper-large-v3-turbo,Cku_X_SL7qU__60_660,Gujarati,1774,1540,1.0,1.0,1.0,0.0,0.6123376623376623,0,1540,234,0,943,1540,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_02': 'Speaker_C'}",fusion,1774,0,1540,234,0,1774,1774,0,1540,234,0,1774,1774,0,943
whisper-large-v3-turbo,DPmew0didIM__191_512,Telugu,748,1009,1.3489304812834224,1.3502673796791445,1.3489304812834224,0.0013368983957220415,0.5868983957219251,0,748,0,261,439,748,"{'SPEAKER_04': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_00': 'Speaker_C', 'SPEAKER_03': 'Speaker_D', 'SPEAKER_01': 'Speaker_E'}",fusion,1009,0,747,1,262,748,1010,0,748,0,261,748,1009,0,439
whisper-large-v3-turbo,EmsKkNN2Me4__35_95,Malayalam,166,132,1.0,1.0,1.0,0.0,0.5151515151515151,0,132,34,0,68,132,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,166,0,132,34,0,166,166,0,132,34,0,166,166,0,68
whisper-large-v3-turbo,ExGJodnzocM__212_527,Devanagari,1161,922,1.0,1.0086132644272179,1.0,0.008613264427217882,0.8221258134490239,0,922,239,0,758,922,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_03': 'Speaker_D'}",fusion,1161,0,912,249,10,1161,1171,0,922,239,0,1161,1161,0,758
whisper-large-v3-turbo,F2uXav-wriA__0_907,Devanagari,2765,2194,0.9334538878842676,0.9338155515370705,0.9334538878842676,0.0003616636528028794,0.4141552511415525,188,2002,575,4,907,2190,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_00': 'Speaker_C', 'SPEAKER_03': 'Speaker_D'}",fusion,2581,187,2003,575,4,2765,2582,188,2002,575,4,2765,2581,2,905
whisper-large-v3-turbo,FDMf9ApmoNU__16_686,Bengali,1622,551,1.0,1.0,1.0,0.0,0.41197822141560797,0,551,1071,0,227,551,"{'SPEAKER_03': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_00': 'Speaker_D'}",fusion,1622,0,551,1071,0,1622,1622,0,551,1071,0,1622,1622,0,227
whisper-large-v3-turbo,G6qzg93FxwE__21_116,Gujarati,267,58,0.9438202247191011,0.947565543071161,0.9438202247191011,0.0037453183520599342,0.39285714285714285,17,39,211,2,22,56,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,252,16,40,211,2,267,253,17,39,211,2,267,252,2,20
whisper-large-v3-turbo,GEc_sS2KWo8__96_290,Gujarati,517,447,1.0,1.056092843326886,1.0,0.05609284332688591,0.18120805369127516,0,447,70,0,81,447,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_02': 'Speaker_C'}",fusion,517,0,418,99,29,517,546,0,447,70,0,517,517,0,81
whisper-large-v3-turbo,GfFLEIAAumk__90_163,Bengali,204,83,1.0,1.0,1.0,0.0,0.7831325301204819,0,83,121,0,65,83,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,204,0,83,121,0,204,204,0,83,121,0,204,204,0,65
whisper-large-v3-turbo,Gq45evw6ytY__597_1464,Oriya,2688,2393,1.0,1.0,1.0,0.0,0.5758462181362307,0,2393,295,0,1378,2393,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_02': 'Speaker_C'}",fusion,2688,0,2393,295,0,2688,2688,0,2393,295,0,2688,2688,0,1378
whisper-large-v3-turbo,HZv_WvIr6lE__21_105,Tamil,252,106,1.0,1.0,1.0,0.0,0.7169811320754716,0,106,146,0,76,106,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_02': 'Speaker_C'}",fusion,252,0,106,146,0,252,252,0,106,146,0,252,252,0,76
whisper-large-v3-turbo,HpYG46tGyYs__103_998,Devanagari,2564,2182,0.4746489859594384,0.47581903276131043,0.4746489859594384,0.001170046801872049,0.026477541371158392,1414,701,449,67,56,2115,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_03': 'Speaker_D'}",fusion,1217,1415,696,453,71,2564,1220,1414,701,449,67,2564,1217,1,55
whisper-large-v3-turbo,IAm1rt-MYcA__4_558,Bengali,1620,1416,1.0,1.0,1.0,0.0,0.4117231638418079,0,1416,204,0,583,1416,"{'SPEAKER_03': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_00': 'Speaker_C', 'SPEAKER_01': 'Speaker_D'}",fusion,1620,0,1416,204,0,1620,1620,0,1416,204,0,1620,1620,0,583
whisper-large-v3-turbo,Iare1Emeueg__16_69,Devanagari,139,141,1.014388489208633,1.014388489208633,1.014388489208633,0.0,0.09352517985611511,0,139,0,2,13,139,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,141,1,137,1,3,139,141,0,139,0,2,139,141,0,13
whisper-large-v3-turbo,IfTL8SSN270__62_671,Devanagari,2214,1502,0.521680216802168,0.5298102981029811,0.521680216802168,0.008130081300813052,0.03569023569023569,1076,409,729,17,53,1485,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_03': 'Speaker_C', 'SPEAKER_01': 'Speaker_D'}",fusion,1155,1061,421,732,20,2214,1173,1076,409,729,17,2214,1155,17,36
whisper-large-v3-turbo,Ig6szCD8m20__46_106,Devanagari,184,172,1.0,1.0108695652173914,1.0,0.010869565217391353,0.29069767441860467,0,172,12,0,50,172,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B'}",fusion,184,0,170,14,2,184,186,0,172,12,0,184,184,0,50
whisper-large-v3-turbo,Iqhnt8ENm3U__27_88,Devanagari,177,109,1.0,1.0,1.0,0.0,0.7522935779816514,0,109,68,0,82,109,"{'SPEAKER_00': 'Speaker_A', 'spk3': 'Speaker_B', 'SPEAKER_01': 'Speaker_C'}",fusion,177,0,109,68,0,177,177,0,109,68,0,177,177,0,82
whisper-large-v3-turbo,J4-VpEkBzWw__0_600,Kannada,1543,1285,0.9993519118600129,0.9993519118600129,0.9993519118600129,0.0,0.9003891050583658,1,1284,258,0,1157,1285,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_06': 'Speaker_C', 'SPEAKER_00': 'Speaker_D', 'SPEAKER_05': 'Speaker_E', 'SPEAKER_04': 'Speaker_F', 'SPEAKER_03': 'Speaker_G'}",fusion,1542,1,1284,258,0,1543,1542,1,1284,258,0,1543,1542,0,1157
whisper-large-v3-turbo,JBYGLQJwFDc__103_407,Tamil,658,772,1.1732522796352585,1.1838905775075987,1.1732522796352585,0.010638297872340274,0.40425531914893614,0,658,0,114,266,658,"{'SPEAKER_02': 'Speaker_A', 'SPEAKER_00': 'Speaker_B'}",fusion,772,0,651,7,121,658,779,0,658,0,114,658,772,0,266
whisper-large-v3-turbo,JSB1CeS4pP8__0_632,Gurmukhi,2086,1396,1.0,1.0,1.0,0.0,0.7328080229226361,0,1396,690,0,1023,1396,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_03': 'Speaker_C', 'SPEAKER_01': 'Speaker_D'}",fusion,2086,0,1396,690,0,2086,2086,0,1396,690,0,2086,2086,0,1023
whisper-large-v3-turbo,Jc5AVwg2cZM__153_214,Devanagari,164,95,1.0,1.0,1.0,0.0,0.5684210526315789,0,95,69,0,54,95,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_00': 'Speaker_C'}",fusion,164,0,95,69,0,164,164,0,95,69,0,164,164,0,54
whisper-large-v3-turbo,KAtdcDieQMw__57_599,Oriya,1717,941,1.0,1.0,1.0,0.0,0.6269925611052072,0,941,776,0,590,941,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_02': 'Speaker_C'}",fusion,1717,0,941,776,0,1717,1717,0,941,776,0,1717,1717,0,590
whisper-large-v3-turbo,KPkRi3GM7fs__47_642,Oriya,1733,1408,1.0,1.0,1.0,0.0,0.8231534090909091,0,1408,325,0,1159,1408,"{'SPEAKER_02': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_01': 'Speaker_C'}",fusion,1733,0,1408,325,0,1733,1733,0,1408,325,0,1733,1733,0,1159
whisper-large-v3-turbo,Kdi-ECuOaKg__2_78,Malayalam,89,272,3.056179775280899,3.202247191011236,3.056179775280899,0.1460674157303372,0.797752808988764,0,89,0,183,71,89,"{'spk5': 'Speaker_A', 'SPEAKER_03': 'Speaker_B', 'SPEAKER_00': 'Speaker_D', 'SPEAKER_02': 'Speaker_E', 'SPEAKER_01': 'Speaker_F'}",fusion,272,0,76,13,196,89,285,0,89,0,183,89,272,0,71
whisper-large-v3-turbo,L7xRazDdtgw__19_83,Gujarati,101,94,1.0,1.2772277227722773,1.0,0.27722772277227725,0.425531914893617,0,94,7,0,40,94,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,101,0,66,35,28,101,129,0,94,7,0,101,101,0,40
whisper-large-v3-turbo,LBIWBxQ5H1s__90_1020,Malayalam,2313,2412,1.0428015564202335,1.0428015564202335,1.0428015564202335,0.0,0.5248594898400346,0,2313,0,99,1214,2313,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_03': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_00': 'Speaker_D'}",fusion,2412,0,2313,0,99,2313,2412,0,2313,0,99,2313,2412,0,1214
whisper-large-v3-turbo,LK23jX9tgZM__59_221,Gujarati,548,379,1.0,1.0164233576642336,1.0,0.01642335766423364,0.662269129287599,0,379,169,0,251,379,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_C'}",fusion,548,0,370,178,9,548,557,0,379,169,0,548,548,0,251
whisper-large-v3-turbo,LctYmmr9-Vg__0_61,Devanagari,133,175,1.3157894736842106,1.3157894736842106,1.3157894736842106,0.0,0.6090225563909775,0,133,0,42,81,133,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,175,0,133,0,42,133,175,0,133,0,42,133,175,0,81
whisper-large-v3-turbo,LqQHdo7t5Ps__198_498,Devanagari,677,470,0.9113737075332349,0.9217134416543574,0.9113737075332349,0.010339734121122546,0.1721132897603486,71,388,218,11,79,459,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_00': 'Speaker_C'}",fusion,617,62,399,216,9,677,624,71,388,218,11,677,617,3,76
whisper-large-v3-turbo,Md3p6RTanBg__315_426,Bengali,284,290,1.0211267605633803,1.0809859154929577,1.0211267605633803,0.059859154929577496,0.5422535211267606,0,284,0,6,154,284,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_02': 'Speaker_C'}",fusion,290,0,267,17,23,284,307,0,284,0,6,284,290,0,154
whisper-large-v3-turbo,MmtWBUK2DKE__0_310,Devanagari,1083,605,0.6241920590951062,0.631578947368421,0.6241920590951062,0.007386888273314796,0.03523489932885906,416,180,487,9,21,596,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_02': 'Speaker_D', 'SPEAKER_03': 'Speaker_E'}",fusion,676,410,184,489,11,1083,684,416,180,487,9,1083,676,10,11
whisper-large-v3-turbo,NLgHpYyf5bY__313_383,Devanagari,240,145,1.0,1.0,1.0,0.0,0.35172413793103446,0,145,95,0,51,145,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,240,0,145,95,0,240,240,0,145,95,0,240,240,0,51
whisper-large-v3-turbo,NuhdqCEuIBo__197_540,Gurmukhi,1369,1084,1.0,1.0,1.0,0.0,0.38837638376383765,0,1084,285,0,421,1084,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_00': 'Speaker_C'}",fusion,1369,0,1084,285,0,1369,1369,0,1084,285,0,1369,1369,0,421
whisper-large-v3-turbo,O4_aeGFzZ8A__0_335,Kannada,675,493,1.0,1.0,1.0,0.0,0.39148073022312374,0,493,182,0,193,493,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_07': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_03': 'Speaker_D', 'SPEAKER_05': 'Speaker_E', 'SPEAKER_04': 'Speaker_F', 'SPEAKER_06': 'Speaker_G', 'SPEAKER_00': 'Speaker_H'}",fusion,675,0,493,182,0,675,675,0,493,182,0,675,675,0,193
whisper-large-v3-turbo,OXUt5KnlUMo__91_181,Oriya,242,188,1.0,1.0,1.0,0.0,0.22340425531914893,0,188,54,0,42,188,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B'}",fusion,242,0,188,54,0,242,242,0,188,54,0,242,242,0,42
whisper-large-v3-turbo,OxYCBQKZ3iY__0_1822,Gurmukhi,5524,2491,1.0,1.0,1.0,0.0,0.9004415897230028,0,2491,3033,0,2243,2491,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_03': 'Speaker_D', 'SPEAKER_04': 'Speaker_E', 'SPEAKER_05': 'Speaker_F', 'SPEAKER_06': 'Speaker_G'}",fusion,5524,0,2491,3033,0,5524,5524,0,2491,3033,0,5524,5524,0,2243
whisper-large-v3-turbo,PCUA2q2C-2A__45_107,Devanagari,148,138,1.0,1.0405405405405406,1.0,0.04054054054054057,0.057971014492753624,0,138,10,0,8,138,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_00': 'Speaker_C'}",fusion,148,0,132,16,6,148,154,0,138,10,0,148,148,0,8
whisper-large-v3-turbo,PEDfT9-Yf2o__0_469,Bengali,1014,275,1.0,1.0,1.0,0.0,0.6654545454545454,0,275,739,0,183,275,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_02': 'Speaker_C'}",fusion,1014,0,275,739,0,1014,1014,0,275,739,0,1014,1014,0,183
whisper-large-v3-turbo,PQB3-4sZUeY__0_1132,Telugu,3018,2700,1.0,1.0,1.0,0.0,0.6533333333333333,0,2700,318,0,1764,2700,"{'SPEAKER_03': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_02': 'Speaker_D'}",fusion,3018,0,2700,318,0,3018,3018,0,2700,318,0,3018,3018,0,1764
whisper-large-v3-turbo,PRAzUz0GANs__223_283,Kannada,190,165,1.0,1.0,1.0,0.0,0.46060606060606063,0,165,25,0,76,165,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,190,0,165,25,0,190,190,0,165,25,0,190,190,0,76
whisper-large-v3-turbo,PSIzXy5-y2E__2_918,Devanagari,2395,1184,1.0,1.0,1.0,0.0,0.71875,0,1184,1211,0,851,1184,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_02': 'Speaker_C'}",fusion,2395,0,1184,1211,0,2395,2395,0,1184,1211,0,2395,2395,0,851
whisper-large-v3-turbo,PVDfS7lcJHY__0_360,Kannada,1024,830,1.0,1.0302734375,1.0,0.0302734375,0.6771084337349398,0,830,194,0,562,830,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_03': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_04': 'Speaker_D', 'SPEAKER_01': 'Speaker_E', 'SPEAKER_05': 'Speaker_F'}",fusion,1024,0,799,225,31,1024,1055,0,830,194,0,1024,1024,0,562
whisper-large-v3-turbo,Pjre5dpnKGA__0_330,Kannada,747,704,1.0,1.0508701472556894,1.0,0.05087014725568939,0.4247159090909091,0,704,43,0,299,704,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_D'}",fusion,747,1,664,82,39,747,785,0,704,43,0,747,747,0,299
whisper-large-v3-turbo,QhpjuNTZoA8__0_586,Kannada,1534,1682,1.0958279009126466,1.361799217731421,1.0958279009126466,0.2659713168187745,0.36114732724902215,1,1533,0,148,554,1534,"{'SPEAKER_01': 'Speaker_B', 'SPEAKER_00': 'Speaker_C'}",fusion,1681,1,1125,408,556,1534,2089,1,1533,0,148,1534,1681,0,554
whisper-large-v3-turbo,QuA_B6IZ6Ls__61_1863,Devanagari,6629,4998,1.0,1.0,1.0,0.0,0.8163265306122449,0,4998,1631,0,4080,4998,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_03': 'Speaker_D'}",fusion,6629,0,4998,1631,0,6629,6629,0,4998,1631,0,6629,6629,0,4080
whisper-large-v3-turbo,RL2fhIEEbZg__0_65,Telugu,159,182,1.1446540880503144,1.1572327044025157,1.1446540880503144,0.012578616352201255,0.22641509433962265,0,159,0,23,36,159,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_C'}",fusion,182,0,157,2,25,159,184,0,159,0,23,159,182,0,36
whisper-large-v3-turbo,RL2fhIEEbZg__66_1034,Telugu,2524,2335,1.0,1.0,1.0,0.0,0.5738758029978587,0,2335,189,0,1340,2335,"{'SPEAKER_02': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_01': 'Speaker_C'}",fusion,2524,0,2335,189,0,2524,2524,0,2335,189,0,2524,2524,0,1340
whisper-large-v3-turbo,RWTmftezCwI__0_60,Malayalam,109,130,1.1926605504587156,1.2660550458715596,1.1926605504587156,0.07339449541284404,0.3302752293577982,0,109,0,21,36,109,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_B'}",fusion,130,0,101,8,29,109,138,0,109,0,21,109,130,0,36
whisper-large-v3-turbo,RZUZyvRzi80__0_336,Gurmukhi,1083,559,1.0,1.0,1.0,0.0,0.40250447227191416,0,559,524,0,225,559,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_03': 'Speaker_D'}",fusion,1083,0,559,524,0,1083,1083,0,559,524,0,1083,1083,0,225
